11,54328351.0280254,125023345.788443,23175343.5104808,916695.011477095,536084.770541316,439011.784649089
12,57374929.6335962,127766670.875887,23792256.6646357,932512.224394667,549147.531802324,447565.523343066
13,60359980.1605834,130324319.890826,24384347.5720442,947766.399580051,562799.26153672,456809.748568991
14,63239494.8342619,132708747.9734,24954888.5873575,962371.074199421,576697.238983358,466406.772487862
Span = ,-14.8999996,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,45874938.6750631,106536425.631293,22380785.5767708,1057533.85007413,775947.867464476,671245.496245076
4,40173200.9623261,103779840.302582,19949198.9631916,897331.002952771,604156.865373214,520457.393319992
5,39670926.2981428,105699505.462845,19573562.4008405,854041.095547907,539714.663063141,461464.748138289
6,40941865.2378528,108827938.707891,19906744.8823321,847836.315904623,513849.008246295,435550.067459877
7,43002293.4224831,112258069.257619,20499535.7902965,855475.379478177,505764.326636599,424938.710852018
8,45502411.5384973,115674051.110277,21175069.8404635,868694.900533351,507119.66400207,422548.311201472
9,48283422.3161803,118953133.076355,21861631.4342436,884138.050928838,513897.182542955,425006.607618741
10,51240607.5601355,122049681.045338,22531404.1367876,900294.621362502,523903.221235164,430484.721230363
11,54282590.177721,124951849.555647,23175299.5818697,916434.971885767,535835.980150913,437884.704438319
12,57327798.3700737,127662991.913389,23792212.168712,932193.418991799,548881.846612438,446493.241418904
13,60311359.8962852,130193110.719528,24384302.4648468,947387.642087851,562517.022282577,455820.19019181
14,63189331.9921969,132554793.800551,24954842.8352986,961933.092155152,576398.892324334,465517.600176976
Span = ,-10,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,42527714.894417,102073456.811371,22375899.407541,1055812.70758542,772962.790952084,671550.095689939
4,37699432.2747092,99801628.9438113,19945761.915415,896490.446068456,602019.065717663,520632.907234408
5,37497997.2970844,101793467.257453,19570723.2022861,853593.111926327,537975.848690419,461562.063995328
6,38865471.5515955,104896406.421232,19904180.469859,847597.151210602,512358.819905394,435558.233990879
7,40940837.3966395,108272968.578302,20497090.4771925,855380.431747254,504458.626066085,424819.541610524
8,43420512.1038109,111627921.50112,21172665.0816147,868730.75722346,505965.841776082,422248.244720162
9,46162924.0939834,114845544.035293,21859228.1234644,884311.332591047,512875.801245145,424465.577359314
10,49069185.2377327,117882457.651893,22528983.3244598,900617.7674255,523001.128805744,429644.791369846
11,52050106.2425958,120727253.817426,23172852.4134221,916920.020149861,535043.635479995,436697.792914372
12,55026156.4352022,123383085.563638,23789734.6567847,932849.541539722,548192.18539702,444926.589550578
13,57935244.2771428,125859610.518778,24381792.7452051,948220.442717,561924.78995293,453858.720546014
14,60736549.2343189,128169117.176279,24952299.7061981,962944.710304997,575900.05579502,463163.226807817
Span = ,-9.8999996,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,42466974.0271912,102041493.117078,22367499.5742382,1056173.83704134,772784.495704255,671885.453427035
4,37652984.7186316,99834787.3508444,19934150.5750954,897144.892976421,601871.788534089,521043.596433868
5,37455700.2948093,101866525.905562,19555546.6841633,854510.209754067,537836.177910409,462060.24329963
6,38824232.3999557,104993028.977967,19885882.9858061,848727.755144339,512217.82857355,436151.773739975
7,40899585.0855586,108380455.608942,20476480.5316354,856668.714015946,504311.955448538,425508.83912233
8,43378772.5276558,111736296.253401,21150611.1635322,870121.955191083,505811.127862116,423026.401296887
9,46120383.5889491,114947298.00726,21836530.0812448,885755.6500374,512711.754597715,425320.157841933
10,49025567.9430597,117972310.584914,22506337.5042524,902072.39009061,522827.102559556,430560.153013093
11,52005166.1422243,120801843.918527,23150847.9857188,918349.874408459,534859.376050018,437657.176501048
12,54979704.7038602,123440615.514639,23768855.9553788,934227.154524081,547997.67551537,445913.578729265
13,57887169.5315013,125899489.579825,24362420.7258739,949525.246815431,561720.151677371,454858.068465125
14,60686818.2329554,128191631.461937,24934711.9931962,964162.081143585,575685.495704605,464161.248360154
Span = ,-5,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,39221409.6261282,97800589.0802134,22369810.9670728,1054945.74112494,767892.428743202,672354.407523608
4,35253388.7160032,96026150.5555491,19941472.7325833,897711.436112031,598321.532834755,521530.214265928
5,35334825.2847571,98095151.415832,19567174.0134968,856023.916886956,534903.123998009,462629.139154287
6,36787844.5780191,101162372.135042,19900970.472074,850778.100127685,509656.730866093,436824.903100624
7,38872922.7856635,104461044.524458,20494026.8346195,859043.897467557,502016.878693972,426280.013883725
8,41329437.3902606,107720427.621593,21169650.6474895,872710.459231915,503727.437381132,423863.094962455
9,44030782.5291112,110836065.359205,21856214.6730016,888495.876640418,510806.425850954,426166.71458121
10,46882815.8738068,113770534.164372,22525947.6920874,904928.026339673,521077.441867482,431344.895973475
11,49798390.5405339,116515733.293507,23169784.0612428,921297.939783447,533248.545906957,438302.352808848
12,52700422.870623,119076637.411774,23786629.2211312,937252.020957804,546512.772665718,446345.741767045
13,55530142.6057304,121463834.190523,24378648.6436404,952615.514879295,560351.128058432,455016.590120545
14,58250280.5551617,123689987.550752,24949116.3134866,967308.885644534,574424.288361065,464003.602873346
Span = ,-4.9000001,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,39156064.1523833,97597896.1504151,22366846.9382731,1053876.52558658,767557.694712751,672525.298458914
4,35205037.3192713,95764260.8722681,19939628.5270398,896644.617714672,598065.603996194,521627.635273686
5,35291976.4637035,97766567.8661126,19566077.4098961,854958.948859281,534684.814328945,462679.936558978
6,36746639.9078927,100764296.860429,19900353.6753087,849745.939178684,509463.995190853,436841.732865228
7,38831896.0206918,103992810.61584,20493686.3783507,858069.802227873,501844.59449227,426281.597339647
8,41287950.305187,107183294.186496,21169455.1347752,871809.698050933,503571.506596637,423881.027176508
9,43988478.7692375,110233087.41886,21856089.931442,887675.218769449,510662.483199418,426245.828309099
10,46839424.5947889,113106330.181607,22525855.5329153,904187.841695498,520941.151204348,431539.213546508
11,49753678.6824138,115796171.260026,23169706.0433331,920634.159624825,533116.165029153,438668.651403275
12,52654208.1943768,118308483.144225,23786556.8566763,936657.818531339,546381.464417223,446936.821482168
13,55482313.4063641,120654403.111628,24378578.1747947,952082.64513454,560218.96583625,455875.850626911
14,58200800.2292641,122846830.199184,24949046.1290085,966828.674372616,574290.085572853,465161.740059491
Span = ,0,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,36030069.0687173,93357427.8695051,22362663.9599513,1051340.01562418,760624.283055948,671221.484518274
4,32886709.8741703,92049800.5607795,19936432.9300008,896623.666972653,593002.336948424,520548.885821992
5,33225385.5154888,94198962.4163114,19562998.5863061,856222.569717499,530464.868783125,461694.330883428
6,34750619.7153692,97243415.2366405,19897190.1715937,851714.843313099,505735.120969558,435916.79996455
7,36839393.8185202,100480916.195951,20490416.2480011,860445.713233647,498452.683589738,425413.996932479
8,39269983.3592821,103662798.641643,21166096.3892951,874433.02958187,500437.468594347,423074.5174301
9,41928413.9915519,106694512.248366,21852660.6053049,890456.54945621,507740.030097517,425502.853928019
10,44724122.0825944,109543746.785548,22522367.0339885,907075.094765465,518199.935390408,430858.708291323
11,47571693.7147707,112205211.488038,23166164.8831031,923596.345817666,530534.566067617,438046.827915427
12,50396711.1196574,114685447.301838,23782966.9219964,939676.355122688,543943.332498088,446368.821270289
13,53144104.4870004,116995884.776111,24374941.9924666,955146.34318929,557911.895113013,455357.041440636
14,55780473.6125756,119149587.821081,24945365.3064239,969930.686603186,572104.184183384,464688.282318016
Span = ,0.1,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,35936180.2257041,93292121.9627699,22362510.8417622,1051057.92667766,760326.3128381,671302.65778555
4,32808386.4477385,91989702.6675779,19936324.9067745,896431.333291465,592789.886949303,520555.40429389
5,33155529.9624738,94136474.3007831,19562909.0348652,856087.764250942,530295.629013043,461669.924159583
6,34688469.5137127,97177103.4563696,19897109.0453958,851620.020627654,505594.058538412,435888.283327604
7,36784375.0870614,100410764.486963,20490338.7236228,860378.521541743,498331.750499271,425411.025561127
8,39220547.606541,103589132.474457,21166020.0423229,874384.642627873,500330.941654326,423133.829914216
9,41882402.3297734,106617687.928631,21852584.2371463,890420.758050164,507643.493681556,425667.066571681
10,44679466.2302084,109464073.5816,22522290.0750247,907047.608087514,518110.117735398,431172.372884
11,47526865.0517779,112122949.68099,23166087.0825481,923574.252801263,530449.223450833,438551.51347875
12,50350792.2332593,114600823.603288,23782888.18719,939657.713922782,543861.04019483,447098.631525298
13,53096646.3646066,116909105.265781,24374862.3042905,955129.874798927,557831.803008871,456335.517310314
14,55731320.1012015,119060844.519388,24945284.6733646,969915.553470453,572025.802477415,465927.084978126
Span = ,5,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,32990639.8373594,89087756.3893281,22354519.5475554,1043915.66770361,750274.548915958,671215.744110475
4,30616955.3581361,88166459.7868741,19930685.9573913,892229.344005094,585286.993533505,520473.684552244
5,31181467.5212471,90353018.869442,19558232.778677,853203.294102645,523888.718041623,461560.437846194
6,32764573.5833104,93347228.3350274,19892871.7628869,849399.794174679,499779.647897675,435723.681768572
7,34850104.3190104,96505762.8607749,20486289.179929,858524.485190872,492886.807374115,425165.521660136
8,37249895.1186557,99599318.8526488,21162032.0435472,872750.39981374,495139.445729825,422784.87036149
9,39860474.8718944,102541251.693471,21848595.4560165,888927.640407242,502637.193755737,425196.36289833
10,42594481.8427904,105302820.119463,22518270.9557863,905649.031053355,513245.122975929,430564.941227778
11,45368695.6237517,107880393.073488,23162024.6908016,922240.112531056,525695.916003051,437793.619475197
12,48111981.1575024,110281246.31466,23778777.8433174,938367.147313981,539199.187275393,446176.282167473
13,50773367.9069742,112517062.284545,24370703.1792003,953867.625636899,553247.622672715,455234.521597154
14,53323458.0976695,114600889.349602,24941077.3934419,968669.990489838,567509.754223888,464634.574513882
Span = ,5.0999999,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,32896013.7646703,88503157.4228727,22335525.4093674,1043155.87409045,750037.763394561,671221.972597814
4,30532777.4772993,87569277.1980835,19911646.5592553,891475.952352747,585110.371347998,520537.758996719
5,31094496.4892656,89721240.2273297,19539803.4593609,852451.761213369,523738.038821533,461678.159218415
6,32670623.6939717,92664217.1490595,19875967.2803393,848667.187882228,499643.030991737,435912.282690817
7,34749978.5426229,95758652.6432398,20471389.138586,857825.667797676,492758.953703203,425453.280897611
8,37147762.2373802,98778484.7636286,21149197.1093498,872096.183589216,495017.564038121,423205.666235495
9,39761500.614328,101639600.231367,21837657.4952035,888325.351046846,502519.620289404,425784.545116253
10,42502422.7855642,104315069.525999,22508981.5843498,905102.882874213,513130.779606645,431350.764271839
11,45284851.9208002,106802481.280378,23154135.0871142,921751.530835271,525584.074260626,438799.990220138
12,48035653.6064939,109109900.987881,23772071.8841296,937935.196908887,539089.349992692,447417.137499987
13,50702893.1089305,111249514.125569,24365005.3006022,953489.535946102,553139.450631043,456714.653750565
14,53257037.4762986,113234693.953604,24936248.5082702,968341.706373115,567403.011088793,466350.465264819
Span = ,10,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,30134920.5514087,83707649.2894895,22331045.0448878,1033903.07345576,736948.812044734,671206.840856243
4,28455732.983568,83168372.0116157,19910434.5758371,886034.477699997,575335.664455469,520463.586064909
5,29210319.424891,85417092.035667,19539749.6392182,848706.805557437,515391.38585891,461504.221762884
6,30836521.3956715,88403188.4342938,19876162.8995684,845755.58812876,492070.122055276,435604.818023607
7,32911872.4321112,91541364.8869192,20471477.2031705,855344.695494057,485668.542853445,424983.683954213
8,35276017.2397024,94618606.207175,21149086.9415403,869841.787137454,488256.825520253,422553.961313665
9,37833899.4412271,97551363.0221809,21837351.61039,886184.900815109,495997.838557428,424942.621855985
10,40501008.7035966,100309482.317512,22508491.6444204,903009.538859964,506789.151421414,430323.580278401
11,43196777.1413342,102886782.844048,23153452.8605854,919663.793170105,519382.400704239,437604.293739196
12,45853948.282887,105288182.342488,23771166.8417823,935826.856655019,532999.353703934,446078.257536733
13,48426025.7688234,107523626.292333,24363832.5800745,951344.143969463,547140.75751116,455262.462358762
14,50887735.824785,109605080.797269,24934759.3373451,966149.201588094,561480.29889416,464815.614394899
Span = ,10.1000004,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,30081167.9699122,84129028.2604987,22336598.8292243,1033296.84246347,736650.427482367,671781.858073761
4,28414295.5566915,83536806.1390544,19917459.8272806,885537.196888619,575112.813822654,520987.406232778
5,29172082.8308459,85707902.4393071,19547870.0741492,848273.721205074,515201.074852023,462061.362884477
6,30798912.8833049,88596964.4574756,19884556.9754587,845373.556980255,491897.409953031,436226.925092372
7,32873931.4632823,91624238.8843964,20479383.888561,855007.407875507,485506.73743133,425678.218615409
8,35237254.5201668,94583105.7683441,21156027.3565751,869544.869411108,488102.365472223,423311.275342653
9,37793976.080541,97396063.7968918,21843125.1092329,885924.478468867,495848.563978854,425740.475074378
10,40459646.9305493,100037917.192824,22513093.0635129,902781.753297178,506643.628798352,431132.503626061
11,43153760.1787657,102506116.675968,23156989.3567265,919464.717231357,519239.631850477,438393.508265834
12,45809141.6470315,104807959.25777,23773796.7789041,935652.57720746,532858.632011534,446820.831617962
13,48379385.1014752,106954730.430848,24365726.6654442,951190.889973835,547001.580729566,455938.610557625
14,50839297.5632872,108958946.945768,24936078.5318035,966013.458950533,561342.305007005,465413.818723201
Span = ,15,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,27474651.7453513,79945821.0970332,22319559.3689915,1021154.03918813,720441.683325957,672092.577124038
4,26394456.3360247,79695106.7777887,19904801.823629,877971.199050629,563000.903115883,521264.036354495
5,27302916.4678348,81922679.202689,19537639.3078788,842684.297145153,504853.405671582,462392.754921386
6,28960162.1782175,84788710.2547598,19875980.541011,840732.681889031,482504.456435274,436660.329286576
7,31021241.008838,87761796.5858473,20471966.991118,850851.360588643,476707.861784345,426248.981312693
8,33347468.4993773,90652529.7084137,21149405.1379925,865646.591811161,479708.300097133,424048.513843398
9,35849857.0899974,93391365.8317844,21837028.2591461,882162.823659706,487747.285950392,426667.375353141
10,38446296.2787688,95957402.2149566,22507327.7975438,899086.818578505,498763.045129796,432265.100233799
11,41059443.7309908,98350596.4232818,23151420.3091553,915793.680553944,511530.905580447,439739.288404794
12,43626709.5761965,100579737.954766,23768332.3324284,931978.092738831,525287.554050357,448377.942092053
13,46106608.5220381,102656967.22808,24360306.7965824,947494.971053325,539543.234266219,457696.109140257
14,48478218.2351058,104595232.833674,24930665.0989976,962283.979723145,553977.288446864,467353.004883835
Span = ,15.1000004,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,27437381.3160518,80388113.2214323,22334842.711596,1020383.19779903,720079.964045836,671869.747152913
4,26368635.8944124,80171056.2252797,19916787.966189,877402.385719184,562730.612111403,521158.748934212
5,27280275.8058637,82444820.8166948,19546697.1137441,842251.631075556,504622.478506612,462342.474376312
6,28937298.6920115,85361498.1141247,19882411.6019604,840401.892714787,482294.816628948,436639.338380979
7,30995950.2548979,88384770.3187875,20476287.2943713,850595.781305798,476511.439653732,426235.866491756
8,33318455.723487,91322607.3030979,21152178.4171704,865445.100725294,479520.847162403,424016.672404481
9,35816740.5450397,94104117.792747,21838737.0694662,881999.257312647,487566.285999388,426582.816362887
10,38409337.5355939,96707721.3909027,22508335.5119413,898949.198107402,498586.888924792,432088.41045338
11,41019158.2491616,99133054.6338213,23151981.0356144,915673.367280041,511358.518905781,439429.948258676
12,43583601.6823461,101388787.473265,23768615.47014,931869.000352581,525118.199502498,447899.132440276
13,46061082.8096118,103487065.32193,24360421.4227044,947392.895022785,539376.384135641,457018.466075742
14,48430590.6270148,105440926.685884,24930679.5102064,962186.062025779,553812.533105937,466456.539315538
Span = ,28,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,21757718.7684794,69618165.6377219,22290842.8180956,974318.915535602,660988.537892308,671267.419283172
4,21685552.3855769,70010067.5691372,19880467.3531776,847709.592242516,518612.886595622,520616.065627125
5,22830613.8297814,72251416.9049634,19513116.0738248,819401.644281859,466980.758211478,461823.687011893
6,24502131.4004063,74941142.6916865,19850558.8351665,820751.937314612,448172.447740149,436145.160507058
7,26479414.5848415,77664322.2847892,20446074.3235729,832559.592292122,444577.644623544,425778.556956999
8,28661496.708007,80276313.6545004,21123662.0430094,848264.625892874,449063.675303624,423609.927810259
9,30973822.7528237,82728136.2926816,21811919.9347033,865274.062037137,458156.022176623,426236.463377247
10,33344683.7928998,85008978.4764932,22483139.8043407,882447.1574677,469945.06997956,431806.571113947
11,35709269.4585763,87123706.2298403,23128267.2642438,899249.713769716,483298.841326942,439211.888312525
12,38018921.5062499,89083266.5732948,23746207.1883554,915428.603635782,497513.697843289,447741.493816845
13,40244883.4172435,90900449.4158802,24339125.5813396,930870.917733514,512137.052100638,456917.558048388
14,42376278.8985312,92588025.4433445,24910300.970498,945537.128902395,526868.641269691,466409.871162668
Span = ,28.1000004,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,21644714.863175,69762916.7654303,22301216.2182396,971995.791295064,660443.651977636,670794.453307571
4,21585896.2083377,70187340.5072435,19891043.2048542,845171.163396005,518206.775386604,520186.977617536
5,22736648.982912,72473889.6109035,19522487.0609033,816621.569683099,466635.038481233,461400.205452179
6,24411407.9988223,75222463.5182995,19856719.2320572,817792.788043424,447859.778748133,435720.481679658
7,26392507.540292,78016427.0825231,20447017.9553198,829494.826597685,444285.608566752,425357.920114076
8,28580573.1326234,80708749.2973744,21117502.0516645,845164.188321258,448785.527446466,423203.579789783
9,30900652.4491161,83248162.6216352,21796791.5620345,862200.002768892,457887.63794959,425855.642905919
10,33279391.2466849,85621906.6917412,22457081.5505275,879451.095348046,469683.770971507,431460.896087436
11,35650491.0900552,87833246.3037396,23089152.6092493,896371.663611344,483042.85579937,438907.856168568
12,37964675.8651154,89891817.8546574,23691744.1935911,912697.089761896,497261.842033215,447481.973358094
13,40193304.9059652,91809333.5451308,24266927.2639379,928304.034216677,511888.50013968,456702.066735318
14,42325947.4614279,93597677.4222984,24818023.4653992,943144.137752481,526622.751555572,466235.341890703
Span = ,41,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,19146631.2222001,61608980.0637007,22258854.1169015,907390.229463451,579355.18584263,671454.493015384
4,19139449.2395401,62286242.2699533,19860078.6913427,803130.23404322,457960.156841123,520870.522878769
5,20174742.4731645,64473155.9728753,19496744.1658144,783992.747318484,415533.582387539,462150.276324187
6,21658552.9985682,67018041.9052286,19834710.3706671,789722.295822691,401805.481019343,436539.713525292
7,23397933.2460986,69575782.9590332,20428936.2222762,803893.344379795,401398.304059537,426230.642180835
8,25304826.4140327,72025671.3723153,21104442.70076,820995.551595284,408042.221744395,424108.631230675
9,27317487.8677932,74326937.4344127,21790445.738097,838871.243361926,418681.020493752,426776.691237666
10,29378849.1046927,76470885.4850021,22459585.8505836,856582.756432958,431647.89723914,432392.871837183
11,31437422.4642526,78462148.916842,23102989.7487201,873703.783473178,445962.316634606,439858.356476907
12,33453853.4197244,80310658.148574,23719641.3131038,890045.583565673,461009.455086846,448468.410243701
13,35404337.9379123,82028043.6662107,24311721.7164109,905537.21687628,476378.284267538,457746.651341348
14,37279670.4407149,83626008.1600943,24882482.7330147,920168.236044559,491777.169306594,467360.065783915
Span = ,41.0999985,,,,,
SN slope,Mx,My,Mz,Fx,Fy,Fz
3,19154112.9561212,61200254.2305813,22265525.026605,909640.074310519,578691.90619149,671242.996793979
4,19147640.9890743,61818019.2142486,19867756.2361643,805475.175092544,457503.112618162,520779.949992025
5,20181389.4732354,63942629.2786278,19505937.6909179,786141.498245703,415194.620167652,462134.950895612
6,21660903.1910895,66425239.0835297,19845405.9594472,791539.059565341,401561.915166902,436582.658334828
7,23394347.1170081,68922733.1957856,20440872.4180228,805337.749608297,401242.660058103,426317.436601445
